filename,ratio,mst_0_mu,mst_1_mu,mst_2_mu,mst_3_mu,mst_4_mu,mst_5_mu,mst_6_mu,mst_7_mu,mst_8_mu,mst_9_mu,mst_0_sig,mst_1_sig,mst_2_sig,mst_3_sig,mst_4_sig,mst_5_sig,mst_6_sig,mst_7_sig,mst_8_sig,mst_9_sig,mst_0_prob,mst_1_prob,mst_2_prob,mst_3_prob,mst_4_prob,mst_5_prob,mst_6_prob,mst_7_prob,mst_8_prob,mst_9_prob
0_0_0_0000.png,0.1065216064453125,0.1040060743689537,0.1052030846476554,0.065295785665512,0.0903406888246536,0.1658279299736023,0.3480862975120544,0.4803330898284912,0.6121636629104614,0.7183071374893188,0.8140648603439331,0.0160620659589767,0.0149595960974693,0.0147283039987087,0.0183647666126489,0.0201868470758199,0.0167089905589818,0.0150776412338018,0.0123456949368119,0.00729226693511,0.0057405093684792,0.08082047683580293,0.07570316443447475,0.6701791984529171,0.17054046060029637,0.002756569257674975,1.3032401934498277e-07,9.474399000176623e-11,7.046225936378746e-14,2.132878473895976e-16,1.138805833059181e-18
0_0_0_0001.png,0.010711669921875,0.0798005685210228,0.0802984535694122,0.1003084778785705,0.1063429117202758,0.1492966711521148,0.2963173985481262,0.4141900539398193,0.542124330997467,0.6542820334434509,0.7364562153816223,0.0092871282249689,0.0080553889274597,0.0104210237041115,0.0183195117861032,0.025767708197236,0.0249176453799009,0.0219459123909473,0.0180627387017011,0.0154034942388534,0.0262371301651,0.3912155784726155,0.3807153284347815,0.1275626957452882,0.09173073488372502,0.00877281312163054,2.8448014388307693e-06,4.536336922738108e-09,4.174234627062835e-12,9.096139551336144e-15,1.020244940019884e-16
0_0_0_0002.png,0.6677703857421875,0.0923091098666191,0.09065493196249,0.1163850501179695,0.1208079829812049,0.1472654640674591,0.286943256855011,0.4024342596530914,0.533392608165741,0.6441622376441956,0.7168935537338257,0.0374253615736961,0.0316903181374073,0.0319560505449771,0.0347863212227821,0.0505588464438915,0.0674663111567497,0.065552070736885,0.0590308345854282,0.0645111426711082,0.085707277059555,0.3794352383034364,0.41822485835429163,0.10272276082235962,0.08065742227629823,0.018950498327574717,9.205183813587726e-06,1.6719153190774555e-08,1.3041235925075394e-11,3.0657777833740794e-14,5.760836147995458e-16
0_0_0_0003.png,0.330047607421875,0.0906061828136444,0.0989114567637443,0.1244235560297966,0.1380515843629837,0.1772255599498748,0.3201412260532379,0.4344733357429504,0.5604289174079895,0.6633536219596863,0.7375271320343018,0.0353709235787391,0.0228301119059324,0.0144272223114967,0.0224371198564767,0.049915000796318,0.0723464637994766,0.0678613781929016,0.0620647557079792,0.0727002248167991,0.0965329557657241,0.5313547688433445,0.3396707412833502,0.08425743684343613,0.04001185697314113,0.004703283186812657,1.909171867932927e-06,3.694246025973111e-09,3.787526206100956e-12,1.3669506836110586e-14,2.3739503808114902e-16
0_0_0_0195.png,0.1098175048828125,0.1045605093240737,0.1051105633378028,0.0645951256155967,0.0884061604738235,0.1631804406642913,0.3457559049129486,0.478227823972702,0.6104657649993896,0.7172825932502747,0.8132365942001343,0.0167988184839487,0.0158634036779403,0.0152636030688881,0.0197130963206291,0.0226820185780525,0.0191225260496139,0.0174854062497615,0.0144265089184045,0.0086462600156664,0.0069495355710387,0.07513485323434638,0.07291008326204326,0.6672609057498051,0.18164136721423954,0.0030526485949142743,1.4184272004859608e-07,1.0185715968638322e-10,7.408475084593393e-14,2.1615156430874228e-16,1.1417838477967086e-18
0_0_0_0196.png,0.0108489990234375,0.0799643099308013,0.0804001912474632,0.1003281474113464,0.1062513664364814,0.1490691304206848,0.2960382401943207,0.4139407873153686,0.5419279932975769,0.6541029810905457,0.7361310124397278,0.0096947373822331,0.0082838600501418,0.010565054602921,0.0183805488049983,0.0257600154727697,0.0250345729291439,0.0220478158444166,0.0181618556380271,0.0156022617593407,0.0265703611075878,0.38974287946969083,0.3805694132611795,0.12808693766669615,0.09266919065083391,0.008928670804559153,2.9035203762741173e-06,4.6224139325220504e-09,4.241156329857201e-12,9.233244251592366e-15,1.0439269178762467e-16
0_0_0_0197.png,0.6754608154296875,0.0906208753585815,0.0891714543104171,0.1148909479379654,0.1198389157652854,0.1475375443696975,0.2887134850025177,0.4044016301631927,0.5352821350097656,0.6466451287269592,0.7202928066253662,0.0363412573933601,0.0307566113770008,0.0312197748571634,0.0346165262162685,0.0506311580538749,0.0665124729275703,0.0643833354115486,0.057797335088253,0.06256715208292,0.0834569036960601,0.3837446624746918,0.41799699841355686,0.10269534413249512,0.07835304322287996,0.01720223877685041,7.699134826991699e-06,1.3833837015324599e-08,1.0836636612467874e-11,2.46623665060481e-14,4.407908343245623e-16
0_0_0_0198.png,0.734222412109375,0.1892059445381164,0.1893444806337356,0.2523763179779053,0.260961502790451,0.2639114260673523,0.3414739668369293,0.4078685343265533,0.5235840678215027,0.6547638177871704,0.7285739183425903,0.0151691185310482,0.0137764168903231,0.012882244773209,0.0114627117291092,0.0137542942538857,0.025032702833414,0.0285542495548725,0.0276193525642156,0.036722969263792,0.056327398866415,0.4851821406590312,0.48152304441934485,0.01537267208826562,0.009616261880292576,0.008184626830891316,0.00011811074377960455,3.137744560200925e-06,5.629419516572655e-09,4.3382422847517215e-12,7.685232424007681e-14
0_0_0_0199.png,0.32537841796875,0.0894255712628364,0.098115287721157,0.1240795701742172,0.1384146809577942,0.1787000149488449,0.3224277794361114,0.4365339577198028,0.5623127222061157,0.6657806038856506,0.7405225038528442,0.0341456346213817,0.0216983892023563,0.0135905379429459,0.0221938304603099,0.0490503013134002,0.070656232535839,0.0663554891943931,0.0606237538158893,0.0704985707998275,0.0941453054547309,0.5395911863205176,0.3373445012964107,0.0816378414663095,0.03729851489726137,0.0041263507310887295,1.6021464999647835e-06,3.1386513694410156e-09,3.249145235151178e-12,1.1383496496092522e-14,1.9164852220620452e-16
0_1_0_0378.png,0.2556304931640625,0.1336716413497924,0.1322687119245529,0.1900674253702163,0.1971014589071273,0.2065662145614624,0.3048933446407318,0.3908975422382355,0.5143008828163147,0.6403131484985352,0.7110983729362488,0.0235328134149312,0.0234997738152742,0.0259282998740673,0.0279805064201354,0.0307653602212667,0.0313018970191478,0.0276092253625392,0.0241357199847698,0.030443899333477,0.047531746327877,0.45966299643038455,0.4962880050818327,0.021089109624421863,0.014359092401412447,0.008560713982469386,3.972066802474295e-05,3.613850489676421e-07,4.259608081393059e-10,4.3536574191947703e-13,9.098789772146114e-15
0_1_0_0379.png,0.1656494140625,0.1364911347627639,0.1424727588891983,0.1985138058662414,0.2101003974676132,0.2318930923938751,0.330945611000061,0.4156251847743988,0.5318390130996704,0.6455845236778259,0.715220034122467,0.0190740060061216,0.0189946927130222,0.0202232711017131,0.0208263732492923,0.0217277817428112,0.0237454436719417,0.0236858166754245,0.0216868799179792,0.0258326511830091,0.0413465425372123,0.5623362106662914,0.40554636375793707,0.018970457685275607,0.01007176362970663,0.0030614179229822317,1.3652566506093732e-05,1.3353768090868267e-07,2.331440607177929e-10,4.658250604543573e-13,1.0366619772068794e-14
0_1_0_0380.png,0.4949188232421875,0.1152916029095649,0.1032847911119461,0.1166821122169494,0.1052827835083007,0.1098608821630477,0.2309708893299102,0.3512440025806427,0.4855231046676636,0.5928114056587219,0.658576250076294,0.0672011226415634,0.0637927204370498,0.062887042760849,0.0525145046412944,0.0355111956596374,0.0613634064793586,0.0671223476529121,0.0703529193997383,0.0855010524392128,0.1043628975749015,0.1378778480037967,0.2590101880484901,0.13354431141348078,0.25839216068690485,0.21089307047971886,0.000282026622363157,3.944878522362333e-07,2.5664347986243914e-10,7.297445014366529e-13,2.0065203172556042e-14
0_1_0_0381.png,0.6120452880859375,0.088121622800827,0.0828805714845657,0.1019045263528823,0.101317249238491,0.1278706043958664,0.2658375203609466,0.385277658700943,0.5172089338302612,0.6249769330024719,0.6980692744255066,0.0453409850597381,0.0396653339266777,0.0375224277377128,0.0279853008687496,0.0273956023156642,0.0504034794867038,0.0506182499229908,0.0483186282217502,0.062621109187603,0.0843370258808136,0.28725572074008093,0.3902500612929697,0.14145251028165837,0.1466535669302399,0.03436983485550382,1.8279124431594113e-05,2.6755270868543253e-08,1.97890247417639e-11,5.481265257052453e-14,1.0098522529807307e-15
0_1_0_0382.png,0.7857818603515625,0.1812591403722763,0.1818355321884155,0.2453397810459137,0.2547378242015838,0.2598500251770019,0.3408395946025848,0.4091702997684479,0.5250939726829529,0.6554651260375977,0.7307719588279724,0.0183525383472442,0.017611464485526,0.0177859961986541,0.0170795861631631,0.0187945924699306,0.0257202163338661,0.0279996860772371,0.026888919994235,0.0356388464570045,0.0542948544025421,0.4923709254108041,0.477104490869355,0.014843439633692638,0.00888179540066086,0.006717046014855335,8.037829879754386e-05,1.9209616292474123e-06,3.4074160688498817e-09,2.744510654910465e-12,4.4801006038081955e-14
0_1_0_0383.png,0.29107666015625,0.1136239022016525,0.1159826517105102,0.1390960812568664,0.1441759020090103,0.1726463586091995,0.2901000082492828,0.3994117975234985,0.5228373408317566,0.6174653172492981,0.6837285757064819,0.0414009541273117,0.0348514653742313,0.0387427508831024,0.0279172211885452,0.0249866507947444,0.0553735457360744,0.0620876587927341,0.0629490837454795,0.078580804169178,0.1014129966497421,0.42354638268908024,0.3737090519788018,0.10571133902533206,0.0801018187756888,0.016903758118467494,2.7579119370105168e-05,7.021012208979442e-08,8.265559862187439e-11,4.694257629608616e-13,1.2560627018920985e-14
0_1_0_0384.png,0.71356201171875,0.1898455768823623,0.1883449107408523,0.2486221939325332,0.2539108097553253,0.2517527639865875,0.3208246231079101,0.3873082995414734,0.5038395524024963,0.6279014348983765,0.6928916573524475,0.0237888786941766,0.0222681760787963,0.0209166072309017,0.0201230961829423,0.0242497865110635,0.0385513640940189,0.0411017835140228,0.0410916022956371,0.058155495673418,0.0762879028916359,0.4564828196377706,0.4954937195180326,0.01838829033298329,0.013773117249984616,0.015496972235864253,0.0003556622032028283,9.402669419225946e-06,1.6133871525543984e-08,1.8344656280097893e-11,5.262178676315696e-13
0_1_0_0385.png,0.7894744873046875,0.1886933743953704,0.1848071664571762,0.2410547286272049,0.2415433824062347,0.2327055782079696,0.2896698415279388,0.3563205599784851,0.4741759300231933,0.5849623084068298,0.6339764595031738,0.0276919323951005,0.0260064080357551,0.0227170158177614,0.0190557818859815,0.0158296134322881,0.0274252593517303,0.0336015671491622,0.0376148149371147,0.0586007386445999,0.0699818879365921,0.4091886441176591,0.506000355466345,0.023403839608569753,0.022787171006427843,0.03693419525368584,0.0016426923100237424,4.3033378764675175e-05,6.868612326065168e-08,1.6132194219103924e-10,1.1078796950323133e-11
0_1_1_0386.png,0.796051025390625,0.1637489199638366,0.1558791846036911,0.2042693048715591,0.1996470391750335,0.1861582696437835,0.2560297846794128,0.3397952616214752,0.4687468409538269,0.581351637840271,0.6248071789741516,0.0167599860578775,0.0163914747536182,0.0165293365716934,0.016887592151761,0.0190749131143093,0.0194779839366674,0.0172402001917362,0.0157093983143568,0.025874463841319,0.0300471745431423,0.3238766422341377,0.4979018120684803,0.03537955199423906,0.04554572884959656,0.09518364036549579,0.0020911047323778926,2.1500997267985674e-05,1.8714903926702614e-08,3.979765127708452e-11,3.703166125442905e-12
0_1_1_0387.png,0.379608154296875,0.2309627383947372,0.2300546616315841,0.2922328412532806,0.2956030964851379,0.2881301045417785,0.3335694074630737,0.3817074596881866,0.4893108904361725,0.6006966829299927,0.6447505950927734,0.0249711293727159,0.0239897835999727,0.0230726897716522,0.0221794452518224,0.0231249369680881,0.0276283137500286,0.0285306219011545,0.0284805539995431,0.0430877543985843,0.0509424842894077,0.4622809907173963,0.4857988222738555,0.01624978793987284,0.013516523585164752,0.020333568108540902,0.0016976604616533008,0.000122304241851195,3.4182472706299376e-07,7.769671435466534e-10,6.997097118295577e-11
